Sample	n_segs	frac_altered	n_extrema
TCGA-37-3783-01	415	0.411260875	282
TCGA-37-3789-01	233	0.357037407	135
TCGA-37-3792-01	118	0.617746018	67
TCGA-37-4129-01	45	0.098475147	10
TCGA-37-4130-01	282	0.705348658	172
TCGA-37-4132-01	117	0.289653622	58
TCGA-37-4133-01	224	0.706547947	139
TCGA-37-4135-01	405	0.936493811	262
TCGA-37-4141-01	147	0.847247083	80
TCGA-37-5819-01	424	0.824381296	274
TCGA-37-A5EL-01	165	0.817412024	78
TCGA-37-A5EN-01	185	0.716258881	93
TCGA-38-4625-01	229	0.566653608	144
TCGA-38-4626-01	101	0.026528075	50
TCGA-38-4627-01	91	0.318697826	38
TCGA-38-4628-01	329	0.757525928	205
TCGA-38-4631-01	316	0.614073762	189
TCGA-38-4632-01	229	0.644232908	147
TCGA-38-6178-01	206	0.763148877	120
TCGA-38-7271-01	49	0.105698448	13
TCGA-38-A44F-01	33	3.92E-06	5
TCGA-39-5011-01	248	0.686536676	149
TCGA-39-5016-01	189	0.73802832	100
TCGA-39-5019-01	173	0.640116009	96
TCGA-39-5021-01	323	0.571322798	248
TCGA-39-5022-01	66	0.131500559	16
TCGA-39-5024-01	94	0.272727183	44
TCGA-39-5027-01	105	0.863497501	38
TCGA-39-5028-01	89	0.363930585	42
TCGA-39-5029-01	265	0.515156799	170
TCGA-39-5030-01	69	0.294082975	21
TCGA-39-5031-01	159	0.544801009	77
TCGA-39-5034-01	371	0.506639221	250
TCGA-39-5035-01	243	0.643091172	147
TCGA-39-5036-01	215	0.596165928	135
TCGA-39-5037-01	261	0.715105549	166
TCGA-39-5039-01	71	0.231965944	20
TCGA-39-5040-01	139	0.538811159	77
TCGA-3A-A9I5-01	99	0.275832724	45
TCGA-3A-A9I7-01	65	0.000311794	22
TCGA-3A-A9I9-01	199	0.295258869	112
TCGA-3A-A9IB-01	178	0.3774093	113
TCGA-3A-A9IC-01	128	0.354749446	60
TCGA-3A-A9IH-01	172	0.23224051	118
TCGA-3A-A9IJ-01	59	2.22E-05	19
TCGA-3A-A9IL-01	55	0.93659429	17
TCGA-3A-A9IN-01	77	0.947730924	25
TCGA-3A-A9IO-01	61	0.947816429	18
TCGA-3A-A9IR-01	85	0.04939822	33
TCGA-3A-A9IS-01	111	0.942492786	58
TCGA-3A-A9IU-01	86	0.182124975	36
TCGA-3A-A9IV-01	121	0.948093406	57
TCGA-3A-A9IX-01	78	0.000157922	30
TCGA-3A-A9IZ-01	188	0.282724261	107
TCGA-3A-A9J0-01	203	0.651336835	116
TCGA-3B-A9HI-01	492	0.677931949	362
TCGA-3B-A9HJ-01	265	0.005247524	194
TCGA-3B-A9HL-01	769	0.681762856	592
TCGA-3B-A9HO-01	752	0.334602567	579
TCGA-3B-A9HP-01	111	0.176232007	59
TCGA-3B-A9HQ-01	95	0.261579958	44
TCGA-3B-A9HR-01	202	0.642846067	122
TCGA-3B-A9HS-01	733	0.624813447	547
TCGA-3B-A9HT-01	107	0.142994624	49
TCGA-3B-A9HU-01	111	0.925303823	54
TCGA-3B-A9HV-01	286	0.931062747	187
TCGA-3B-A9HX-01	415	0.682417241	316
TCGA-3B-A9HY-01	143	0.941917974	76
TCGA-3B-A9HZ-01	122	0.516062807	55
TCGA-3B-A9I0-01	124	0.617770172	64
TCGA-3B-A9I1-01	229	0.622272716	159
TCGA-3B-A9I3-01	114	0.727117497	57
TCGA-3C-AAAU-01	313	0.999864938	193
TCGA-3C-AALI-01	298	0.729693425	173
TCGA-3C-AALJ-01	483	0.585208299	311
TCGA-3C-AALK-01	104	0.095868136	49
TCGA-3E-AAAY-01	57	0.000327924	15
TCGA-3E-AAAZ-01	54	0.253267747	13
TCGA-3G-AB0O-01	53	4.33E-05	12
TCGA-3G-AB0Q-01	53	0.019783013	13
TCGA-3G-AB0T-01	59	0.053779342	19
TCGA-3G-AB14-01	84	0.102734815	33
TCGA-3G-AB19-01	57	0.011024013	25
TCGA-3H-AB3K-01	71	0.096747219	24
TCGA-3H-AB3L-01	111	0.883060702	53
TCGA-3H-AB3M-01	329	0.92254659	237
TCGA-3H-AB3O-01	61	2.78E-05	17
TCGA-3H-AB3S-01	182	0.116456334	123
TCGA-3H-AB3T-01	91	0.290256002	35
TCGA-3H-AB3U-01	149	0.947085681	100
TCGA-3H-AB3X-01	103	0.297205574	38
TCGA-3K-AAZ8-01	77	0.947535184	31
TCGA-3L-AA1B-01	116	0.843772122	67
TCGA-3M-AB46-01	169	0.559984324	88
TCGA-3M-AB47-01	92	0.212802565	43
TCGA-3N-A9WB-06	92	0.239056088	40
TCGA-3N-A9WC-06	163	0.350245108	91
TCGA-3N-A9WD-06	82	0.307378916	34
TCGA-3P-A9WA-01	371	0.935084971	222
TCGA-3Q-A9WF-01	39	1.99E-05	5
TCGA-3R-A8YX-01	471	0.680493936	321
TCGA-3S-A8YW-01	87	0.946696262	32
TCGA-3S-AAYX-01	65	0.000128959	22
TCGA-3T-AA9L-01	53	0.00015805	11
TCGA-3U-A98D-01	307	0.870963084	228
TCGA-3U-A98E-01	84	0.112731186	44
TCGA-3U-A98F-01	187	0.775729462	119
TCGA-3U-A98G-01	47	4.95E-05	13
TCGA-3U-A98H-01	73	0.086283574	24
TCGA-3U-A98I-01	164	0.742592207	102
TCGA-3U-A98J-01	94	0.218601058	43
TCGA-3X-AAV9-01	89	0.203022722	32
TCGA-3X-AAVA-01	100	0.44114637	43
TCGA-3X-AAVB-01	100	0.574917792	41
TCGA-3X-AAVC-01	144	0.557329282	78
TCGA-3X-AAVE-01	95	0.589068278	42
TCGA-3Z-A93Z-01	63	0.224000484	18
TCGA-41-2571-01	135	0.192357858	81
TCGA-41-2572-01	160	0.294459038	80
TCGA-41-2573-01	136	0.367492754	79
TCGA-41-2575-01	248	0.454008046	162
TCGA-41-3392-01	105	0.878893377	45
TCGA-41-3393-01	156	0.166749147	97
TCGA-41-3915-01	205	0.487513869	129
TCGA-41-4097-01	152	0.509443054	81
TCGA-41-5651-01	161	0.325932329	94
TCGA-41-6646-01	262	0.147880387	201
TCGA-42-2582-01	392	0.416617635	252
TCGA-42-2587-01	1205	0.58337325	900
TCGA-42-2588-01	699	0.434991104	476
TCGA-42-2589-01	494	0.987838873	310
TCGA-42-2590-01	249	0.421892415	153
TCGA-42-2591-01	450	0.996157587	276
TCGA-42-2593-01	1024	0.559027911	848
TCGA-43-2576-01	293	0.561748469	191
TCGA-43-2578-01	225	0.735334667	127
TCGA-43-2581-01	142	0.534261665	86
TCGA-43-3394-01	210	0.793016492	123
TCGA-43-3920-01	214	0.724046108	116
TCGA-43-5668-01	225	0.618389444	131
TCGA-43-5670-01	370	0.938598723	221
TCGA-43-6143-01	410	0.778791319	281
TCGA-43-6647-01	100	0.274231355	35
TCGA-43-6770-01	246	0.708694889	158
TCGA-43-6771-01	151	0.452899657	83
TCGA-43-6773-01	46	0.011647502	10
TCGA-43-7656-01	172	0.916594515	98
TCGA-43-7657-01	232	0.728280553	136
TCGA-43-7658-01	258	0.601519103	157
TCGA-43-8115-01	134	0.456128691	70
TCGA-43-8116-01	173	0.658624882	94
TCGA-43-8118-01	544	0.545089925	439
TCGA-43-A474-01	240	0.586317334	133
TCGA-43-A475-01	79	0.415601916	25
TCGA-43-A56U-01	50	0.044060377	9
TCGA-43-A56V-01	141	0.791600234	64
TCGA-44-2655-01	78	0.149019209	27
TCGA-44-2656-01	177	0.654467351	98
TCGA-44-2657-01	116	0.427309866	52
TCGA-44-2659-01	136	0.701639384	64
TCGA-44-2662-01	214	0.631325365	131
TCGA-44-2665-01	151	0.269983156	86
TCGA-44-2666-01	76	0.07050894	32
TCGA-44-2668-01	153	0.389066387	76
TCGA-44-3396-01	111	0.160760972	50
TCGA-44-3398-01	56	0.138942282	17
TCGA-44-3917-01	256	0.64674146	147
TCGA-44-3918-01	233	0.576750374	146
TCGA-44-3919-01	121	0.31090371	66
TCGA-44-4112-01	99	0.293012063	40
TCGA-44-5643-01	193	0.947037959	123
TCGA-44-5644-01	597	0.690203277	390
TCGA-44-5645-01	176	0.947717141	108
TCGA-44-6144-01	118	0.562224123	60
TCGA-44-6145-01	62	0.315869857	24
TCGA-44-6146-01	74	0.322302393	24
TCGA-44-6147-01	83	0.586266436	34
TCGA-44-6148-01	67	0.027558316	18
TCGA-44-6774-01	136	0.327980568	63
TCGA-44-6775-01	94	0.616364508	39
TCGA-44-6776-01	62	0.16653796	18
TCGA-44-6777-01	72	0.438026171	24
TCGA-44-6778-01	268	0.784887614	173
TCGA-44-6779-01	154	0.673331988	84
TCGA-44-7659-01	72	0.159769362	24
TCGA-44-7660-01	288	0.776566463	184
TCGA-44-7661-01	52	0.136853491	15
TCGA-44-7662-01	150	0.623119507	73
TCGA-44-7667-01	252	0.635445312	144
TCGA-44-7669-01	338	0.701208419	244
TCGA-44-7670-01	778	0.815941383	521
TCGA-44-7671-01	108	0.435142594	50
TCGA-44-7672-01	154	0.413944075	71
TCGA-44-8117-01	196	0.681145521	113
TCGA-44-8119-01	253	0.678425139	155
TCGA-44-8120-01	135	0.701636031	78
TCGA-44-A479-01	112	0.376975162	56
TCGA-44-A47A-01	50	0.680194849	10
TCGA-44-A47B-01	189	0.457420476	113
TCGA-44-A47F-01	75	0.689673648	29
TCGA-44-A47G-01	41	0.000332372	4
TCGA-44-A4SS-01	69	0.31269368	23
TCGA-44-A4SU-01	161	0.571648326	91
TCGA-46-3765-01	274	0.549148437	163
TCGA-46-3766-01	115	0.281020381	56
TCGA-46-3767-01	85	0.233929397	32
TCGA-46-3768-01	146	0.865360061	71
TCGA-46-3769-01	434	0.85267392	279
TCGA-46-6025-01	225	0.884379053	124
TCGA-46-6026-01	228	0.999964342	148
TCGA-49-4486-01	208	0.146841548	131
TCGA-49-4487-01	128	0.507165097	62
TCGA-49-4488-01	311	0.778496744	187
TCGA-49-4490-01	169	0.581069067	109
TCGA-49-4494-01	139	0.331858502	72
TCGA-49-4501-01	255	0.595693808	151
TCGA-49-4505-01	207	0.589915074	120
TCGA-49-4506-01	117	0.310806578	60
TCGA-49-4507-01	280	0.554587909	186
TCGA-49-4510-01	184	0.653190021	108
TCGA-49-4512-01	172	0.459929696	104
TCGA-49-4514-01	194	0.388877664	117
TCGA-49-6742-01	120	0.79654434	58
TCGA-49-6743-01	147	0.611248308	83
TCGA-49-6744-01	145	0.439594106	86
TCGA-49-6745-01	118	0.305232457	61
TCGA-49-6761-01	83	0.441063365	33
TCGA-49-6767-01	172	0.581840343	84
TCGA-49-AAQV-01	136	0.359656098	77
TCGA-49-AAR0-01	254	0.520671051	161
TCGA-49-AAR2-01	159	0.280498409	90
TCGA-49-AAR3-01	61	0.208085983	13
TCGA-49-AAR4-01	105	0.154405328	49
TCGA-49-AAR9-01	461	0.496538429	297
TCGA-49-AARE-01	229	0.680456995	124
TCGA-49-AARN-01	114	0.314025175	62
TCGA-49-AARO-01	202	0.619656216	112
TCGA-49-AARQ-01	226	0.62411788	137
TCGA-49-AARR-01	83	9.31E-05	30
TCGA-4A-A93W-01	63	0.10336777	22
TCGA-4A-A93X-01	71	0.93365488	24
TCGA-4A-A93Y-01	63	1.03E-05	25
TCGA-4B-A93V-01	206	0.913341473	119
TCGA-4C-A93U-01	117	0.070714713	57
TCGA-4E-A92E-01	68	0.034143546	29
TCGA-4G-AAZO-01	112	0.946477023	50
TCGA-4G-AAZT-01	64	0.517270548	14
TCGA-4H-AAAK-01	109	0.23680295	56
TCGA-4J-AA1J-01	220	0.449940662	121
TCGA-4K-AA1G-01	108	0.70991768	49
TCGA-4K-AA1H-01	49	0.000573299	9
TCGA-4K-AA1I-01	66	0.310763688	26
TCGA-4K-AAAL-01	68	0.484776876	20
TCGA-4L-AA1F-01	148	0.382582824	75
TCGA-4N-A93T-01	134	0.947176358	79
TCGA-4P-AA8J-01	203	0.203574777	125
TCGA-4R-AA8I-01	164	0.181902114	85
TCGA-4T-AA8H-01	80	0.880461349	36
TCGA-4V-A9QI-01	45	3.40E-05	9
TCGA-4V-A9QJ-01	71	0.073097518	24
TCGA-4V-A9QL-01	63	0.007020348	18
TCGA-4V-A9QM-01	55	0.005124351	15
TCGA-4V-A9QN-01	80	0.866748058	31
TCGA-4V-A9QQ-01	53	4.26E-05	12
TCGA-4V-A9QR-01	108	0.366271027	57
TCGA-4V-A9QS-01	58	0.146758881	16
TCGA-4V-A9QT-01	47	1.26E-05	10
TCGA-4V-A9QU-01	29	3.86E-05	1
TCGA-4V-A9QW-01	87	0.002004811	38
TCGA-4V-A9QX-01	43	0.040669778	6
TCGA-4W-AA9R-01	297	0.939249865	220
TCGA-4W-AA9S-01	200	0.27806731	114
TCGA-4W-AA9T-01	102	0.168309804	50
TCGA-4X-A9F9-01	53	1.96E-05	15
TCGA-4X-A9FA-01	53	0.000222445	11
TCGA-4X-A9FB-01	55	4.07E-05	17
TCGA-4X-A9FC-01	45	1.66E-05	9
TCGA-4X-A9FD-01	67	0.51394041	20
TCGA-4Z-AA7M-01	337	0.734455123	212
TCGA-4Z-AA7N-01	45	0.052016252	8
TCGA-4Z-AA7O-01	136	0.486974412	67
TCGA-4Z-AA7Q-01	224	0.547932645	119
TCGA-4Z-AA7R-01	462	0.56928185	308
TCGA-4Z-AA7S-01	193	0.337969309	129
TCGA-4Z-AA7W-01	172	0.509740373	90
TCGA-4Z-AA7Y-01	149	0.064940056	85
TCGA-4Z-AA80-01	356	0.813572299	220
TCGA-4Z-AA81-01	169	0.62584157	90
TCGA-4Z-AA82-01	297	0.468529881	174
TCGA-4Z-AA83-01	85	0.074506489	36
TCGA-4Z-AA84-01	441	0.77847694	288
TCGA-4Z-AA86-01	114	0.402867337	47
TCGA-4Z-AA87-01	692	0.824861267	445
TCGA-4Z-AA89-01	146	0.144056292	92
TCGA-50-5044-01	63	0.08570146	21
TCGA-50-5045-01	75	0.208533429	33
TCGA-50-5049-01	132	0.469644302	70
TCGA-50-5051-01	99	0.589783362	40
TCGA-50-5055-01	96	0.037694366	47
TCGA-50-5066-01	110	0.326909311	59
TCGA-50-5068-01	92	0.694425483	45
TCGA-50-5072-01	78	0.5413085	29
TCGA-50-5930-01	235	0.230143367	151
TCGA-50-5931-01	219	0.734883451	133
TCGA-50-5932-01	175	0.947197962	100
TCGA-50-5933-01	146	0.492472981	70
TCGA-50-5935-01	140	0.50264096	79
TCGA-50-5936-01	171	0.802404381	106
TCGA-50-5939-01	119	0.238353433	59
TCGA-50-5941-01	164	0.534595173	94
TCGA-50-5942-01	65	0.048331199	21
TCGA-50-5944-01	315	0.61800592	185
TCGA-50-5946-01	138	0.891684493	65
TCGA-50-6590-01	124	0.365793575	65
TCGA-50-6591-01	317	0.812427767	207
TCGA-50-6592-01	175	0.397915564	82
TCGA-50-6593-01	126	0.795681692	74
TCGA-50-6594-01	310	0.959532346	202
TCGA-50-6595-01	67	0.073642357	22
TCGA-50-6597-01	301	0.728395692	202
TCGA-50-6673-01	197	0.497119527	105
TCGA-50-7109-01	245	0.623629077	153
TCGA-50-8457-01	42	0.189274335	5
TCGA-50-8459-01	52	0.049622277	12
TCGA-50-8460-01	81	0.200476441	40
TCGA-51-4079-01	269	0.712881263	170
TCGA-51-4080-01	165	0.496062765	94
TCGA-51-4081-01	171	0.901378419	105
TCGA-52-7622-01	126	0.421173602	63
TCGA-52-7809-01	219	0.83219866	118
TCGA-52-7810-01	334	0.827302782	204
TCGA-52-7811-01	87	0.49430312	39
TCGA-52-7812-01	167	0.356015197	90
TCGA-53-7624-01	427	0.712452598	275
TCGA-53-7626-01	99	0.412008054	45
TCGA-53-7813-01	104	0.507622691	43
TCGA-53-A4EZ-01	182	0.71016016	109
TCGA-55-1592-01	272	0.772603075	155
TCGA-55-1594-01	181	0.656920743	100
TCGA-55-1595-01	295	0.780821815	199
TCGA-55-1596-01	134	0.797514774	63
TCGA-55-5899-01	348	0.809169908	232
TCGA-55-6543-01	70	0.356415372	30
TCGA-55-6642-01	98	0.398322527	40
TCGA-55-6712-01	137	0.440322279	68
TCGA-55-6968-01	233	0.906751718	145
TCGA-55-6969-01	148	0.271858966	71
TCGA-55-6970-01	124	0.834405263	62
TCGA-55-6971-01	153	0.456698617	76
TCGA-55-6972-01	155	0.588791109	88
TCGA-55-6975-01	137	0.565043423	79
TCGA-55-6978-01	81	0.10192087	32
TCGA-55-6979-01	93	0.294660237	43
TCGA-55-6980-01	61	0.417155165	19
TCGA-55-6981-01	120	0.44806064	66
TCGA-55-6982-01	127	0.446819211	79
TCGA-55-6983-01	55	0.346259828	17
TCGA-55-6984-01	109	0.160883867	45
TCGA-55-6985-01	99	0.437439197	46
TCGA-55-6986-01	59	0.040994076	13
TCGA-55-6987-01	125	0.18282786	71
TCGA-55-7281-01	73	0.518860423	27
TCGA-55-7283-01	177	0.643103771	105
TCGA-55-7284-01	54	0.240453651	14
TCGA-55-7570-01	131	0.603463643	62
TCGA-55-7573-01	181	0.587266879	98
TCGA-55-7574-01	136	0.118624713	84
TCGA-55-7576-01	274	0.797200342	182
TCGA-55-7724-01	45	0.338810171	5
TCGA-55-7725-01	100	0.138779406	57
TCGA-55-7726-01	95	0.545360711	37
TCGA-55-7727-01	122	0.357016513	58
TCGA-55-7728-01	81	0.059610111	34
TCGA-55-7815-01	83	0.281855865	36
TCGA-55-7903-01	245	0.428955164	138
TCGA-55-7907-01	215	0.703474567	119
TCGA-55-7910-01	263	0.769927098	165
TCGA-55-7911-01	92	0.430984597	44
TCGA-55-7913-01	136	0.538708021	66
TCGA-55-7914-01	104	0.385227094	42
TCGA-55-7994-01	320	0.60232541	212
TCGA-55-7995-01	281	0.725953797	188
TCGA-55-8085-01	283	0.280172842	187
TCGA-55-8087-01	89	0.099606601	40
TCGA-55-8089-01	125	0.256168165	54
TCGA-55-8090-01	57	0.434509205	14
TCGA-55-8091-01	49	0.505040226	11
TCGA-55-8092-01	143	0.501822896	78
TCGA-55-8094-01	278	0.966196798	169
TCGA-55-8096-01	70	0.338739307	23
TCGA-55-8097-01	70	0.242823113	30
TCGA-55-8203-01	105	0.523898934	55
TCGA-55-8204-01	80	0.327756884	31
TCGA-55-8205-01	80	0.368421009	33
TCGA-55-8206-01	95	0.552202697	54
TCGA-55-8207-01	103	0.461383277	44
TCGA-55-8208-01	60	0.062934921	23
TCGA-55-8299-01	81	0.004726867	31
TCGA-55-8301-01	104	0.336418106	51
TCGA-55-8302-01	74	0.49007358	28
TCGA-55-8505-01	76	0.24773184	33
TCGA-55-8506-01	384	0.427555404	271
TCGA-55-8507-01	235	0.854663819	140
TCGA-55-8508-01	141	0.567421007	78
TCGA-55-8510-01	77	0.44250349	29
TCGA-55-8511-01	220	0.583692577	128
TCGA-55-8512-01	81	0.189492522	28
TCGA-55-8513-01	23	0	0
TCGA-55-8514-01	166	0.801307442	91
TCGA-55-8614-01	117	0.574726816	56
TCGA-55-8615-01	254	0.824689335	171
TCGA-55-8616-01	94	0.637568443	38
TCGA-55-8619-01	43	0.044711972	6
TCGA-55-8620-01	238	0.730374087	148
TCGA-55-8621-01	43	0.008661261	9
TCGA-55-A48X-01	53	0.302136829	8
TCGA-55-A48Y-01	118	0.292441379	53
TCGA-55-A48Z-01	119	0.619568711	57
TCGA-55-A490-01	300	0.589189281	185
TCGA-55-A491-01	106	0.670686499	47
TCGA-55-A492-01	74	0.42127351	26
TCGA-55-A493-01	82	0.356255337	34
TCGA-55-A494-01	104	0.911785497	51
TCGA-55-A4DF-01	132	0.497624647	70
TCGA-55-A4DG-01	128	0.842977502	64
TCGA-55-A57B-01	105	0.58776453	45
TCGA-56-1622-01	172	0.827390564	95
TCGA-56-5897-01	88	0.302335758	35
TCGA-56-5898-01	223	0.733536331	140
TCGA-56-6545-01	189	0.665464554	91
TCGA-56-6546-01	70	0.264659486	21
TCGA-56-7221-01	110	0.566054527	48
TCGA-56-7222-01	130	0.907235119	63
TCGA-56-7223-01	290	0.937732314	181
TCGA-56-7579-01	222	0.61005095	131
TCGA-56-7580-01	142	0.711214343	80
TCGA-56-7582-01	113	0.744669554	60
TCGA-56-7730-01	315	0.744777882	189
TCGA-56-7731-01	49	0.224239503	9
TCGA-56-7822-01	117	0.570009362	56
TCGA-56-7823-01	179	0.93987819	90
TCGA-56-8082-01	199	0.940578557	104
TCGA-56-8083-01	154	0.390107325	76
TCGA-56-8201-01	96	0.372474555	38
TCGA-56-8304-01	81	0.63551107	31
TCGA-56-8305-01	218	0.671747323	132
TCGA-56-8307-01	108	0.811348019	45
TCGA-56-8308-01	202	0.61085911	104
TCGA-56-8309-01	72	0.349322024	27
TCGA-56-8503-01	1123	0.102316979	1043
TCGA-56-8504-01	86	0.713591519	30
TCGA-56-8622-01	141	0.256853971	81
TCGA-56-8623-01	37	0.000115088	4
TCGA-56-8624-01	46	0.476388242	7
TCGA-56-8625-01	198	0.355595659	117
TCGA-56-8626-01	159	0.365724715	80
TCGA-56-8628-01	145	0.392221732	70
TCGA-56-8629-01	191	0.757455059	106
TCGA-56-A49D-01	191	0.859767377	104
TCGA-56-A4BW-01	198	0.489507037	98
TCGA-56-A4BX-01	129	0.721388531	56
TCGA-56-A4BY-01	151	0.473299998	76
TCGA-56-A4ZJ-01	75	0.291227766	20
TCGA-56-A4ZK-01	225	0.719365406	131
TCGA-56-A5DR-01	82	0.717770532	24
TCGA-56-A5DS-01	46	0.325349523	9
TCGA-56-A62T-01	210	0.714433865	139
TCGA-57-1582-01	429	0.760211967	281
TCGA-57-1583-01	613	0.625654705	402
TCGA-57-1584-01	187	1	113
TCGA-57-1585-01	461	0.781397728	308
TCGA-57-1586-01	404	0.999918876	255
TCGA-57-1992-01	262	0.947552549	163
TCGA-57-1993-01	460	0.662043999	281
TCGA-57-1994-01	313	0.691456941	201
TCGA-58-8386-01	210	0.597729663	109
TCGA-58-8387-01	172	0.408658562	79
TCGA-58-8388-01	100	0.434684945	44
TCGA-58-8390-01	141	0.906714183	69
TCGA-58-8391-01	220	0.645370782	123
TCGA-58-8392-01	239	0.904633162	152
TCGA-58-8393-01	74	0.587662329	30
TCGA-58-A46J-01	111	0.37990651	49
TCGA-58-A46K-01	151	0.840810156	77
TCGA-58-A46L-01	256	0.446634121	143
TCGA-58-A46M-01	268	0.725842469	156
TCGA-58-A46N-01	205	0.946485275	109
TCGA-59-2348-01	482	0.678954944	310
TCGA-59-2349-01	104	0.054439742	47
TCGA-59-2350-01	201	0.936503074	124
TCGA-59-2351-01	216	0.710776338	118
TCGA-59-2352-01	366	0.86867573	250
TCGA-59-2354-01	298	0.75171048	200
TCGA-59-2355-01	192	0.565488131	95
TCGA-59-2363-01	491	0.948158848	329
TCGA-59-2372-01	293	0.665035139	190
TCGA-59-A5PD-01	447	0.925129254	300
TCGA-5B-A90C-01	540	0.729003024	336
TCGA-5C-A9VG-01	83	0.65215662	31
TCGA-5C-A9VH-01	82	0.34193756	28
TCGA-5C-AAPD-01	146	0.816782584	75
TCGA-5G-A9ZZ-01	68	0.1356197	24
TCGA-5K-AAAP-01	79	0.012119008	38
TCGA-5L-AAT0-01	101	0.070226952	50
TCGA-5M-AAT4-01	352	0.659644246	261
TCGA-5M-AAT5-01	133	0.765041665	78
TCGA-5M-AAT6-01	52	0.082681545	14
TCGA-5M-AATA-01	125	0.352963981	64
TCGA-5M-AATE-01	159	0.722256723	99
TCGA-5N-A9KI-01	129	0.913448902	61
TCGA-5N-A9KM-01	182	0.343099815	103
TCGA-5P-A9JU-01	51	0.233287617	10
TCGA-5P-A9JV-01	51	0.064097994	16
TCGA-5P-A9JW-01	45	0.057024122	13
TCGA-5P-A9JY-01	68	0.333480339	25
TCGA-5P-A9JZ-01	176	0.048566336	111
TCGA-5P-A9K0-01	85	0.24436256	35
TCGA-5P-A9K2-01	45	0.294276129	7
TCGA-5P-A9K3-01	92	0.77239704	30
TCGA-5P-A9K4-01	66	0.87250911	25
TCGA-5P-A9K6-01	67	0.154408351	24
TCGA-5P-A9K8-01	39	0.945220654	4
TCGA-5P-A9K9-01	97	0.827017476	42
TCGA-5P-A9KA-01	57	0.045635712	18
TCGA-5P-A9KC-01	69	0.149212049	24
TCGA-5P-A9KE-01	57	0.112435751	13
TCGA-5P-A9KH-01	129	0.947726045	62
TCGA-5R-AA1C-01	106	0.820182385	48
TCGA-5R-AA1D-01	45	0.109028563	5
TCGA-5R-AAAM-01	105	0.16448549	61
TCGA-5S-A9Q8-01	49	0.058061932	11
TCGA-5T-A9QA-01	216	0.413865921	140
TCGA-5U-AB0D-01	172	0.949860003	98
TCGA-5U-AB0E-01	67	0.428530981	20
TCGA-5U-AB0F-01	65	0.011157022	20
TCGA-5V-A9RR-01	51	0.007499364	13
TCGA-5X-AA5U-01	273	0.905190056	161
TCGA-60-2695-01	206	0.935797577	119
TCGA-60-2697-01	78	0.016968103	31
TCGA-60-2698-01	290	0.643927032	172
TCGA-60-2703-01	111	0.607282087	47
TCGA-60-2704-01	83	0.459010598	25
TCGA-60-2706-01	421	0.682451693	298
TCGA-60-2707-01	147	0.528036964	80
TCGA-60-2708-01	199	0.825044003	124
TCGA-60-2709-01	132	0.104683072	64
TCGA-60-2710-01	142	0.399143359	81
TCGA-60-2711-01	307	0.659003697	187
TCGA-60-2713-01	221	0.928002753	114
TCGA-60-2714-01	247	0.662523336	162
TCGA-60-2716-01	81	4.86E-05	33
TCGA-60-2719-01	239	0.86913002	136
TCGA-60-2720-01	71	0.413346675	21
TCGA-60-2721-01	180	0.43109141	99
TCGA-60-2722-01	325	0.784881089	202
TCGA-60-2723-01	202	0.75516066	102
TCGA-60-2724-01	145	0.467259251	69
TCGA-60-2725-01	258	0.526425375	171
TCGA-60-2726-01	169	0.772219318	87
TCGA-61-1721-01	89	5.00E-05	41
TCGA-61-1722-01	302	0.719822786	183
TCGA-61-1724-01	555	0.991260347	363
TCGA-61-1725-01	212	0.854837593	112
TCGA-61-1727-01	341	0.897516469	214
TCGA-61-1728-01	351	0.617284664	217
TCGA-61-1730-01	132	0.910151524	66
TCGA-61-1733-01	165	0.947012636	85
TCGA-61-1734-01	255	0.839031057	157
TCGA-61-1736-01	414	0.948457142	277
TCGA-61-1737-01	206	0.863821527	117
TCGA-61-1738-01	511	0.665872111	310
TCGA-61-1740-01	312	0.901858752	187
TCGA-61-1741-01	244	0.800550437	144
TCGA-61-1743-01	301	0.833462656	185
TCGA-61-1895-01	231	0.997748987	132
TCGA-61-1899-01	317	0.776966175	189
TCGA-61-1900-01	338	0.508559359	200
TCGA-61-1901-01	149	0.913265433	82
TCGA-61-1903-01	333	0.836555011	213
TCGA-61-1904-01	141	0.673185635	69
TCGA-61-1906-01	229	0.896653765	142
TCGA-61-1907-01	222	0.73114206	120
TCGA-61-1910-01	509	0.417593886	348
TCGA-61-1911-01	340	0.564375836	212
TCGA-61-1913-01	297	0.947284458	168
TCGA-61-1914-01	187	0.720767722	101
TCGA-61-1915-01	185	0.686812441	101
TCGA-61-1917-01	916	0.830425845	605
TCGA-61-1918-01	760	0.704392146	530
TCGA-61-1919-01	396	0.851192107	244
TCGA-61-1995-01	84	0.945686003	36
TCGA-61-1998-01	239	0.403257716	134
TCGA-61-2000-01	846	0.382055729	600
TCGA-61-2002-01	260	0.713511986	145
TCGA-61-2003-01	204	0.878205568	116
TCGA-61-2008-01	318	0.749201383	188
TCGA-61-2009-01	119	0.840036521	55
TCGA-61-2012-01	313	0.731556151	191
TCGA-61-2016-01	174	0.893811256	89
TCGA-61-2017-01	65	0.035026344	23
TCGA-61-2018-01	272	0.929237917	158
TCGA-61-2087-01	381	0.984304642	252
TCGA-61-2088-01	201	0.688436294	123
TCGA-61-2092-01	365	0.28275453	249
TCGA-61-2094-01	220	0.874668978	131
TCGA-61-2095-01	88	0.024478051	41
TCGA-61-2096-01	440	0.916384099	293
